bar_attire,bar_bestnights,bar_category,bar_dancing,bar_happy,bar_name,bar_nhood,bar_outdoor,bar_parking,bar_phone,bar_reservations,bar_tv,bar_wheelchair,creditCard,num_reviews,num_stars,price_range,6-number_stars,popl index,pop_index2,,,,,,,,,0
N/A,"Thu, Fri, Sat",Cocktail Bars,No,Yes,Diamond Dogs,Astoria,Yes,Street,(929) 522-0061,No,No,N/A,Yes,118,4,$$,2,59,472,,,,,,,,,
Casual,"Fri, Sat, Sun",Speakeasies,No,N/A,Chumley’s,West Village,No,Street,(212) 675-2081,Yes,No,N/A,Yes,166,3.5,$$$,2.5,66.4,581,,,,,,,,,
Casual,N/A,Southern,No,Yes,Mr White,"East Village, Alphabet City",No,N/A,(212) 510-7229,Yes,No,Yes,Yes,81,4.5,$$,1.5,54,364.5,,,,,,,,,
Casual,"Wed, Fri, Sat",Japanese,No,Yes,Tomi Jazz,Midtown East,No,Street,(646) 497-1254,Yes,No,N/A,Yes,323,4,$$,2,161.5,1292,,,,,,,,,
Casual,N/A,Bars,Yes,Yes,Island Oyster,South Village,Yes,N/A,(917) 268-0200,No,No,Yes,Yes,50,3.5,$$,2.5,20,175,,,,,,,,,
Casual,"Mon, Wed, Fri",Wine Bars,No,Yes,Wined Up,Flatiron,No,"Garage, Street",(212) 673-6333,Yes,Yes,Yes,Yes,115,4,$$,2,57.5,460,,,,,,,,,
Casual,N/A,American (New),No,Yes,Maysville,Flatiron,No,"Garage, Street",(646) 490-8240,Yes,No,Yes,Yes,516,4,$$$,2,258,2064,,,,,,,,,
N/A,Sat,Cocktail Bars,No,Yes,Robert,Boerum Hill,Yes,Street,(347) 853-8687,No,No,Yes,Yes,43,4,$$,2,21.5,172,,,,,,,,,
N/A,N/A,Bars,N/A,Yes,The Trump Bar,"Midtown East, Midtown West",No,N/A,(212) 836-3200,No,Yes,N/A,Yes,33,3.5,$$$,2.5,13.2,115.5,,,,,,,,,
N/A,N/A,Pizza,No,Yes,The Woodstock,"Meatpacking District, West Village",No,N/A,(212) 633-2000,Yes,No,N/A,Yes,46,3.5,$$,2.5,18.4,161,,,,,,,,,
Casual,"Thu, Fri, Sat",Pubs,No,N/A,Pig ‘N’ Whistle,Midtown East,Yes,"Garage, Street",(212) 688-4646,Yes,Yes,N/A,Yes,234,3.5,$$,2.5,93.6,819,,,,,,,,,
Casual,Fri,American (New),N/A,Yes,American Whiskey,Midtown West,No,Street,(212) 967-1070,Yes,Yes,Yes,Yes,296,3.5,$$,2.5,118.4,1036,,,,,,,,,
N/A,"Mon, Fri, Sun",Dive Bars,No,Yes,The Local,Astoria,Yes,Street,(917) 832-6797,No,Yes,N/A,Yes,43,4.5,$,1.5,28.66666667,193.5,,,,,,,,,
N/A,Thu,Dance Clubs,Yes,Yes,LivePlayLove,Astoria,Yes,"Garage, Street",(646) 606-3689,Yes,Yes,No,Yes,1,5,$$,1,1,5,,,,,,,,,
Casual,N/A,Bars,N/A,Yes,Rye House,Flatiron,No,Street,(212) 255-7260,Yes,Yes,N/A,Yes,434,3.5,$$,2.5,173.6,1519,,,,,,,,,
Casual,"Wed, Thu, Sun",Bars,No,N/A,The Hideaway,TriBeCa,No,Street,(212) 334-5775,No,Yes,N/A,Yes,93,3.5,$$,2.5,37.2,325.5,,,,,,,,,
N/A,Mon,Wine Bars,No,Yes,Vanguard Wine Bar,"Upper East Side, Yorkville",No,N/A,(212) 288-9463,No,No,N/A,Yes,31,4,$$,2,15.5,124,,,,,,,,,
N/A,Sat,Pubs,Yes,Yes,The Commissioner,Park Slope,No,N/A,(347) 689-3968,No,Yes,N/A,Yes,108,5,$,1,108,540,,,,,,,,,
N/A,N/A,Bars,N/A,Yes,Bar D’eau,South Village,Yes,"Valet, Garage, Street",(212) 842-5500,Yes,Yes,Yes,Yes,21,3,$$$$,3,7,63,,,,,,,,,
Casual,N/A,Tapas/Small Plates,No,Yes,The Tuck Room,South Street Seaport,No,Street,(212) 776-8273,Yes,Yes,N/A,Yes,189,4,$$$,2,94.5,756,,,,,,,,,
N/A,N/A,Cocktail Bars,N/A,Yes,Adriaen Block,"Steinway, Astoria",Yes,N/A,(718) 606-1391,No,Yes,Yes,Yes,16,3.5,$$,2.5,6.4,56,,,,,,,,,
N/A,N/A,Bars,N/A,N/A,The Crow’s Nest,"Kips Bay, Stuyvesant Town",Yes,"Valet, Private Lot",(212) 545-1155,N/A,No,N/A,Yes,27,3.5,$$,2.5,10.8,94.5,,,,,,,,,
N/A,N/A,Cocktail Bars,N/A,N/A,Blue Quarter,East Village,N/A,N/A,(212) 432-2232,No,N/A,N/A,Yes,12,4.5,$$$,1.5,8,54,,,,,,,,,
N/A,"Thu, Fri, Sat",Lounges,No,Yes,Art Bar,West Village,No,Street,(212) 727-0244,No,Yes,N/A,Yes,465,3.5,$$,2.5,186,1627.5,,,,,,,,,
Casual,Thu,Wine Bars,No,Yes,Somm Time,Midtown East,Yes,N/A,(212) 888-7404,Yes,Yes,Yes,Yes,67,4.5,$$,1.5,44.66666667,301.5,,,,,,,,,
Casual,Sat,Seafood,No,No,Simon & The Whale,"Flatiron, Kips Bay",No,Street,(212) 475-1924,Yes,No,Yes,Yes,89,4,$$,2,44.5,356,,,,,,,,,
N/A,N/A,Lounges,Yes,Yes,Sweet & Vicious,Nolita,Yes,Street,(212) 334-7915,No,Yes,N/A,Yes,515,3,$$,3,171.6666667,1545,,,,,,,,,
N/A,N/A,Lounges,Yes,N/A,Tropical 128,Little Italy,No,Street,(212) 925-8219,No,Yes,N/A,Yes,171,3.5,$,2.5,68.4,598.5,,,,,,,,,
Casual,N/A,Venues & Event Spaces,N/A,Yes,W XYZ Bar,Harlem,Yes,Street,(212) 749-4000,No,Yes,N/A,Yes,37,3.5,$$,2.5,14.8,129.5,,,,,,,,,
N/A,"Thu, Fri, Sat",Lounges,No,N/A,The Back Room,Lower East Side,No,Street,(212) 228-5098,Yes,No,N/A,Yes,781,3.5,$$,2.5,312.4,2733.5,,,,,,,,,
Casual,"Thu, Fri, Sat",Wine Bars,No,N/A,Ten Degrees Bar,"East Village, Alphabet City",No,Street,(212) 358-8600,Yes,Yes,N/A,Yes,807,4,$$,2,403.5,3228,,,,,,,,,
N/A,N/A,Wine Bars,Yes,N/A,Von,NoHo,No,Street,(212) 473-3039,No,No,N/A,Yes,300,3.5,$$,2.5,120,1050,,,,,,,,,
Casual,"Tue, Thu, Fri",Pubs,No,N/A,Flight 151,Chelsea,No,Street,(212) 229-1868,No,Yes,N/A,Yes,233,3.5,$,2.5,93.2,815.5,,,,,,,,,
Casual,"Thu, Fri, Sat",American (New),No,Yes,Bar Sardine,West Village,No,Street,(646) 360-3705,No,No,N/A,Yes,195,4,$$,2,97.5,780,,,,,,,,,
N/A,N/A,Pubs,Yes,Yes,The Hairy Lemon Pub,"Alphabet City, East Village",No,N/A,(646) 869-2151,Yes,Yes,N/A,Yes,39,4.5,$,1.5,26,175.5,,,,,,,,,
N/A,"Tue, Fri, Sat",Lounges,No,N/A,Pouring Ribbons,"Alphabet City, East Village",No,Street,(917) 656-6788,No,No,N/A,Yes,356,4,$$$,2,178,1424,,,,,,,,,
N/A,N/A,Pubs,N/A,Yes,McSwiggan’s Bar,Gramercy,No,Street,(212) 683-3180,No,Yes,N/A,Yes,72,3.5,$,2.5,28.8,252,,,,,,,,,
Casual,N/A,Irish,No,Yes,Bayard’s Ale House,"Yorkville, Upper East Side",No,N/A,(212) 879-1500,No,Yes,N/A,Yes,42,3.5,$$,2.5,16.8,147,,,,,,,,,
Casual,"Thu, Fri, Sat",American (Traditional),No,N/A,The Gin Mill,Upper West Side,Yes,Street,(212) 580-9080,No,Yes,N/A,Yes,357,3.5,$$,2.5,142.8,1249.5,,,,,,,,,
Casual,"Thu, Fri, Sat",Pubs,N/A,Yes,The Full Shilling,Financial District,No,Street,(212) 422-3855,Yes,Yes,N/A,Yes,78,3.5,$$,2.5,31.2,273,,,,,,,,,
Casual,"Thu, Fri, Sat",American (New),No,Yes,Bondurants,"Yorkville, Upper East Side",No,Street,(212) 249-1509,No,Yes,Yes,Yes,435,4,$$,2,217.5,1740,,,,,,,,,
N/A,N/A,Irish Pub,No,Yes,Jack Jones Bar,Astoria,No,Street,(929) 424-3180,No,No,Yes,Yes,14,5,$$,1,14,70,,,,,,,,,
N/A,N/A,American (New),No,No,Amused,Upper West Side,No,Garage,(347) 298-8200,No,No,Yes,No,31,4.5,$$,1.5,20.66666667,139.5,,,,,,,,,
N/A,"Tue, Wed, Thu",Bars,Yes,Yes,Birdy’s,Bushwick,No,Street,(347) 365-2677,No,No,N/A,No,48,4,$,2,24,192,,,,,,,,,
Casual,"Wed, Fri, Sat",Lounges,No,N/A,Haven Rooftop,"Theater District, Midtown West",Yes,"Garage, Street",(212) 466-9000,Yes,Yes,N/A,Yes,498,3,$$,3,166,1494,,,,,,,,,
Casual,N/A,Wine Bars,No,Yes,Da Capo,East Harlem,Yes,Street,(646) 707-0684,Yes,No,Yes,Yes,171,4.5,$$,1.5,114,769.5,,,,,,,,,
N/A,N/A,Wine Bars,No,Yes,Narcbar,East Village,Yes,N/A,(212) 441-3555,Yes,No,N/A,Yes,14,4,$$,2,7,56,,,,,,,,,
N/A,"Thu, Fri, Sat",Lounges,No,No,Mr. Purple,Lower East Side,Yes,N/A,(212) 237-1790,Yes,No,Yes,Yes,405,3,$$$,3,135,1215,,,,,,,,,
N/A,N/A,Pubs,N/A,N/A,Burp Castle,East Village,Yes,Street,(212) 982-4576,No,No,N/A,Yes,534,4,$$,2,267,2136,,,,,,,,,
N/A,N/A,Wine Bars,No,Yes,Vin Sur Vingt,Upper West Side,Yes,N/A,(646) 895-9944,Yes,No,N/A,Yes,37,4.5,$$,1.5,24.66666667,166.5,,,,,,,,,
N/A,"Fri, Sat, Sun",Pubs,No,N/A,Finnerty’s,East Village,No,Street,(212) 677-2655,No,Yes,N/A,Yes,332,4,$,2,166,1328,,,,,,,,,
N/A,"Thu, Fri, Sat",Sports Bars,No,Yes,Plug Uglies,Gramercy,No,N/A,(212) 780-1944,No,Yes,N/A,Yes,32,3.5,$$,2.5,12.8,112,,,,,,,,,
N/A,"Thu, Fri, Sat",Irish Pub,No,N/A,The Irish American,Financial District,No,Street,(646) 414-6223,Yes,Yes,N/A,Yes,222,3.5,$$,2.5,88.8,777,,,,,,,,,
Casual,N/A,Seafood,N/A,N/A,Bar Belly,"Chinatown, Lower East Side",No,Street,(917) 488-0943,Yes,No,N/A,Yes,145,3.5,$$,2.5,58,507.5,,,,,,,,,
Casual,"Fri, Sat, Sun",American (Traditional),No,N/A,Molly’s,Gramercy,No,Street,(212) 889-3361,No,Yes,N/A,Yes,482,4,$$,2,241,1928,,,,,,,,,
N/A,"Wed, Fri, Sat",Dive Bars,No,Yes,Milano’s Bar,Nolita,No,Street,(212) 226-8844,No,Yes,N/A,Yes,150,4,$,2,75,600,,,,,,,,,
N/A,N/A,Cocktail Bars,N/A,No,River Lounge,South Street Seaport,Yes,N/A,(212) 732-8257,N/A,N/A,N/A,Yes,14,4,$$$,2,7,56,,,,,,,,,
Casual,"Thu, Fri, Sat",American (Traditional),N/A,Yes,Dark Horse,"Civic Center, TriBeCa",No,"Garage, Street",(212) 608-3900,Yes,Yes,N/A,Yes,373,4,$$,2,186.5,1492,,,,,,,,,
N/A,"Thu, Fri, Sat",Bars,N/A,Yes,Shrine,Harlem,Yes,Street,(212) 690-7807,Yes,Yes,N/A,Yes,229,4,$$,2,114.5,916,,,,,,,,,
N/A,N/A,Cocktail Bars,Yes,No,The Seville,"Flatiron, Midtown East",No,N/A,(212) 226-2833,Yes,No,Yes,Yes,31,3.5,$$,2.5,12.4,108.5,,,,,,,,,
Casual,"Thu, Fri, Sat",Pubs,No,N/A,The Storehouse,Flatiron,No,Street,(212) 243-8898,N/A,Yes,N/A,Yes,143,3.5,$$,2.5,57.2,500.5,,,,,,,,,
Casual,"Mon, Sat, Sun",Bars,No,Yes,The Copper Still,East Village,Yes,N/A,(212) 510-8469,Yes,Yes,Yes,Yes,145,4,$$,2,72.5,580,,,,,,,,,
Casual,"Tue, Fri, Sat",Gastropubs,No,Yes,Fools Gold NYC,Lower East Side,No,N/A,(212) 673-2337,Yes,Yes,N/A,Yes,269,4,$$,2,134.5,1076,,,,,,,,,
N/A,N/A,Cocktail Bars,N/A,N/A,The Hidden Pearl,Greenpoint,N/A,N/A,(718) 383-3291,Yes,N/A,N/A,Yes,15,4.5,$$,1.5,10,67.5,,,,,,,,,
Dressy,N/A,American (Traditional),N/A,N/A,Aretsky’s Patroon,Midtown East,Yes,Street,(212) 883-7373,Yes,Yes,N/A,Yes,200,4,$$$,2,100,800,,,,,,,,,
Casual,"Thu, Fri, Sat",Wine Bars,No,N/A,Anfora,West Village,No,Street,(212) 518-2722,No,No,N/A,Yes,152,4,$$,2,76,608,,,,,,,,,
Casual,N/A,Wine Bars,N/A,Yes,YN,Nolita,No,Street,(212) 226-3330,No,No,Yes,Yes,179,4,$$,2,89.5,716,,,,,,,,,
N/A,"Thu, Fri, Sat",Dive Bars,N/A,Yes,Nancy Whiskey Pub,TriBeCa,No,Street,(212) 226-9943,No,Yes,N/A,Yes,196,3.5,$,2.5,78.4,686,,,,,,,,,
N/A,"Tue, Wed, Sat",Dive Bars,No,Yes,Rusty Knot,West Village,No,Street,(212) 645-5668,No,Yes,Yes,Yes,244,3.5,$$,2.5,97.6,854,,,,,,,,,
N/A,"Tue, Wed, Sun",Irish Pub,N/A,Yes,11th Street Bar,"East Village, Alphabet City",No,Street,(212) 982-3929,Yes,Yes,Yes,Yes,131,4,$,2,65.5,524,,,,,,,,,
N/A,"Thu, Fri, Sat",Pubs,Yes,Yes,Maggie Mae’s,Sunnyside,No,Street,(718) 433-3067,No,Yes,N/A,Yes,113,4.5,$$,1.5,75.33333333,508.5,,,,,,,,,
N/A,N/A,Bars,N/A,Yes,"Floyd, NY","Cobble Hill, Brooklyn Heights",No,Street,(718) 858-5810,No,Yes,N/A,Yes,200,4,$,2,100,800,,,,,,,,,
N/A,"Fri, Sat, Sun",Bars,No,N/A,The Duplex,West Village,Yes,Street,(212) 255-5438,No,No,N/A,Yes,267,3.5,$$,2.5,106.8,934.5,,,,,,,,,
N/A,"Thu, Fri, Sat",Cocktail Bars,Yes,N/A,Dream Baby,"East Village, Alphabet City",No,Street,(646) 807-3754,Yes,No,N/A,Yes,105,4,$$,2,52.5,420,,,,,,,,,
N/A,N/A,Wine Bars,N/A,N/A,The Fitting Room,Lower East Side,N/A,N/A,(212) 804-8088,Yes,N/A,N/A,N/A,2,5,$$,1,2,10,,,,,,,,,
N/A,N/A,Bars,N/A,N/A,Primo’s,TriBeCa,N/A,N/A,(917) 512-3432,Yes,N/A,N/A,Yes,2,4,$$$,2,1,8,,,,,,,,,
Casual,N/A,Tapas Bars,N/A,Yes,El Kallejon,East Harlem,No,Street,(646) 649-4795,Yes,Yes,No,Yes,231,4.5,$$,1.5,154,1039.5,,,,,,,,,
Casual,"Thu, Fri, Sat",American (New),No,Yes,Union Bar & Kitchen,South Village,Yes,Street,(646) 791-0005,Yes,Yes,Yes,Yes,287,4,$$,2,143.5,1148,,,,,,,,,
N/A,N/A,Pubs,No,Yes,The Whiskey Rebel,"Kips Bay, Flatiron",No,Street,(212) 686-3800,Yes,Yes,N/A,Yes,105,3.5,$$,2.5,42,367.5,,,,,,,,,
N/A,"Thu, Fri, Sat",Lounges,No,N/A,Rose Bar,"Gramercy, Flatiron",No,"Valet, Street",(212) 920-3300,Yes,No,N/A,Yes,286,3.5,$$$,2.5,114.4,1001,,,,,,,,,
N/A,"Thu, Fri, Sat",Dive Bars,No,Yes,Lucky,"East Village, Alphabet City",Yes,N/A,(212) 777-3111,Yes,No,Yes,Yes,39,3.5,$,2.5,15.6,136.5,,,,,,,,,
Casual,"Tue, Thu, Fri",Bars,No,N/A,Overlook,Midtown East,Yes,Street,(212) 682-7266,Yes,Yes,N/A,Yes,233,3.5,$$,2.5,93.2,815.5,,,,,,,,,
N/A,N/A,Pubs,N/A,Yes,Mona’s,"East Village, Alphabet City",No,Street,(212) 353-3780,No,Yes,N/A,Yes,92,4,$,2,46,368,,,,,,,,,
Casual,N/A,Cafes,No,No,La Mercerie,"SoHo, TriBeCa",No,Street,(212) 852-9097,Yes,No,Yes,Yes,68,3,$$,3,22.66666667,204,,,,,,,,,
Casual,"Fri, Sat",Bars,No,Yes,The Roost,"East Village, Alphabet City",No,Street,(646) 918-6700,No,Yes,N/A,Yes,126,4,$,2,63,504,,,,,,,,,
Casual,N/A,Tacos,No,Yes,Flats Fix,Flatiron,No,Street,(212) 353-2400,No,Yes,N/A,Yes,44,4,$$,2,22,176,,,,,,,,,
Casual,N/A,American (New),No,No,The Loyal,West Village,No,Street,(212) 488-5800,Yes,No,N/A,Yes,103,4,$$,2,51.5,412,,,,,,,,,
Casual,"Fri, Sat",Bars,No,Yes,The Beast Next Door,Long Island City,No,Street,(718) 482-7507,Yes,No,N/A,Yes,144,4.5,$$,1.5,96,648,,,,,,,,,
Casual,"Thu, Fri, Sat",Dive Bars,N/A,N/A,Jeremy’s Ale House,"South Street Seaport, Financial District",Yes,Street,(212) 964-3537,No,Yes,N/A,Yes,257,4,$,2,128.5,1028,,,,,,,,,
Casual,N/A,Bars,No,Yes,Treadwell Park,Battery Park,Yes,N/A,(212) 945-0528,No,Yes,Yes,Yes,87,3.5,$$,2.5,34.8,304.5,,,,,,,,,
Casual,N/A,Wine Bars,No,N/A,The Drunken Horse,Chelsea,No,Street,(212) 604-0505,No,No,N/A,Yes,106,4,$$,2,53,424,,,,,,,,,
Casual,"Thu, Fri, Sat",American (Traditional),No,Yes,Boilermaker,East Village,No,Street,(212) 995-5400,No,Yes,N/A,Yes,209,4,$$,2,104.5,836,,,,,,,,,
Casual,"Thu, Fri, Sat",Beer Gardens,No,Yes,West End Hall,Manhattan Valley,Yes,Street,(212) 662-7200,Yes,Yes,Yes,Yes,197,3.5,$$,2.5,78.8,689.5,,,,,,,,,
N/A,N/A,Mediterranean,N/A,N/A,Cleo,Midtown East,N/A,N/A,(646) 948-2370,Yes,N/A,N/A,Yes,31,4,$$$,2,15.5,124,,,,,,,,,
N/A,N/A,Lounges,N/A,N/A,The Spring Lounge,Nolita,No,Street,(212) 965-1774,No,Yes,N/A,Yes,227,3.5,$$,2.5,90.8,794.5,,,,,,,,,
N/A,N/A,Karaoke,N/A,N/A,Baby Grand,SoHo,No,Street,(212) 219-8110,No,No,N/A,Yes,177,4,$$,2,88.5,708,,,,,,,,,
N/A,Fri,Cocktail Bars,No,No,St. Cloud,"Theater District, Midtown West",Yes,Valet,(212) 204-4980,Yes,No,Yes,Yes,63,3,$$$,3,21,189,,,,,,,,,
N/A,N/A,Cocktail Bars,No,No,The Bar Room,Financial District,No,N/A,(212) 658-1848,No,No,Yes,Yes,27,3.5,$$$,2.5,10.8,94.5,,,,,,,,,
N/A,N/A,Lounges,N/A,Yes,Top of the Strand,Midtown West,Yes,Street,(646) 368-6426,No,Yes,N/A,Yes,157,3.5,$$,2.5,62.8,549.5,,,,,,,,,
Casual,"Thu, Fri, Sat",Sports Bars,No,Yes,Proper West,Midtown West,No,"Garage, Street",(212) 997-9000,Yes,Yes,Yes,Yes,278,3.5,$$,2.5,111.2,973,,,,,,,,,
N/A,N/A,Beer Bar,N/A,N/A,d.b.a.,East Village,Yes,Street,(212) 475-5097,No,Yes,N/A,Yes,430,3.5,$$,2.5,172,1505,,,,,,,,,
N/A,"Thu, Fri, Sat",Pubs,N/A,N/A,Ulysses Folk House,Financial District,Yes,Street,(212) 482-0400,Yes,Yes,N/A,Yes,716,3,$$,3,238.6666667,2148,,,,,,,,,
N/A,N/A,Bars,N/A,N/A,Edge of Astoria,Astoria,Yes,Street,(929) 331-4231,N/A,Yes,Yes,Yes,3,5,$$,1,3,15,,,,,,,,,
Casual,"Mon, Fri, Sat",Lounges,Yes,Yes,Iron Bar & Lounge,"Midtown West, Theater District, Hell's Kitchen",No,"Valet, Street, Private Lot",(212) 247-1970,Yes,Yes,No,Yes,365,3,$$,3,121.6666667,1095,,,,,,,,,
N/A,"Wed, Thu, Fri",Lounges,No,Yes,La Biblioteca,"Murray Hill, Midtown East",No,Street,(212) 808-8110,Yes,No,N/A,Yes,376,3.5,$$,2.5,150.4,1316,,,,,,,,,
Casual,"Thu, Fri, Sat",Pubs,N/A,Yes,Niall’s,Midtown East,No,Street,(212) 888-4648,No,Yes,N/A,Yes,116,4,$$,2,58,464,,,,,,,,,
Dressy,N/A,Lounges,N/A,No,Pegu Club,SoHo,No,Street,(212) 473-7348,Yes,No,N/A,Yes,930,4,$$$,2,465,3720,,,,,,,,,
Casual,"Thu, Fri, Sat",Sports Bars,N/A,N/A,Manhattan Proper,"Civic Center, TriBeCa",No,Street,(646) 559-4445,Yes,Yes,N/A,Yes,221,3.5,$$,2.5,88.4,773.5,,,,,,,,,
N/A,N/A,Sports Bars,N/A,N/A,Play Sport Club,TriBeCa,N/A,N/A,(646) 355-0707,N/A,N/A,N/A,N/A,1,5,$$,1,1,5,,,,,,,,,
Casual,N/A,American (Traditional),No,Yes,AWOL Bar & Grill,Kips Bay,No,Street,(646) 682-9405,No,Yes,N/A,Yes,30,4,$$,2,15,120,,,,,,,,,
Casual,N/A,American (New),No,Yes,The Smith,Upper West Side,Yes,Street,(212) 496-5700,Yes,No,N/A,Yes,1378,3.5,$$,2.5,551.2,4823,,,,,,,,,
Casual,"Thu, Fri, Sat",Bars,No,Yes,The Supply House,"Yorkville, Upper East Side",No,Street,(646) 861-3585,No,Yes,N/A,Yes,292,4,$$,2,146,1168,,,,,,,,,
Casual,N/A,Wine Bars,No,Yes,City Vineyard,West Village,Yes,N/A,(347) 349-1204,Yes,Yes,Yes,Yes,392,3.5,$$,2.5,156.8,1372,,,,,,,,,
Casual,"Thu, Fri, Sat",American (New),No,No,Till & Sprocket,"Chelsea, Midtown West",No,Street,(212) 239-0570,Yes,No,Yes,Yes,143,4,$$,2,71.5,572,,,,,,,,,
N/A,N/A,Pubs,N/A,Yes,Dublin House,Upper West Side,No,Street,(212) 874-9528,No,Yes,N/A,Yes,64,3.5,$$,2.5,25.6,224,,,,,,,,,
Casual,"Fri, Sat",Bars,No,Yes,Oppa,West Village,No,N/A,(646) 410-0503,No,Yes,Yes,Yes,71,4,$$,2,35.5,284,,,,,,,,,
N/A,N/A,Cocktail Bars,N/A,Yes,Mailroom,Financial District,No,N/A,(646) 476-5004,Yes,N/A,Yes,Yes,13,3.5,$$,2.5,5.2,45.5,,,,,,,,,
N/A,"Thu, Fri, Sat",Dive Bars,No,Yes,The Patriot Saloon,TriBeCa,No,Street,(212) 748-1162,No,Yes,N/A,No,318,3.5,$,2.5,127.2,1113,,,,,,,,,
N/A,N/A,Bars,N/A,N/A,Mercy,Gramercy,Yes,Street,(212) 253-8061,Yes,Yes,N/A,Yes,257,3.5,$$,2.5,102.8,899.5,,,,,,,,,
Casual,N/A,American (Traditional),N/A,N/A,The Perfect Pint,"Theater District, Midtown West",Yes,Street,(212) 354-1099,Yes,Yes,N/A,Yes,355,3.5,$$,2.5,142,1242.5,,,,,,,,,
N/A,"Thu, Fri, Sat",Dive Bars,No,Yes,Tile Bar,East Village,No,Street,(212) 254-4317,No,Yes,Yes,No,88,4,$,2,44,352,,,,,,,,,
N/A,N/A,Lounges,No,Yes,Hudson Bar,"Hell's Kitchen, Midtown West",Yes,N/A,(212) 554-6217,Yes,Yes,N/A,Yes,15,3,$$,3,5,45,,,,,,,,,
Casual,"Fri, Sat, Sun",Lounges,Yes,N/A,Cantina Rooftop,"Hell's Kitchen, Midtown West",Yes,Street,(212) 957-1700,Yes,Yes,N/A,Yes,337,2.5,$$,3.5,96.28571429,842.5,,,,,,,,,
N/A,"Thu, Sat, Sun",Sports Bars,N/A,N/A,Bar-Coastal NYC,"Upper East Side, Yorkville",Yes,Street,(212) 288-6635,No,Yes,N/A,Yes,256,4,$$,2,128,1024,,,,,,,,,
Casual,"Fri, Sat, Sun",Bars,No,Yes,The Chelsea Bell,Chelsea,No,N/A,(212) 242-2425,Yes,Yes,Yes,Yes,70,3.5,$$,2.5,28,245,,,,,,,,,
N/A,N/A,Bars,N/A,Yes,Brady’s Bar,"Yorkville, Upper East Side",No,Street,(212) 861-6070,No,Yes,N/A,Yes,58,3.5,$,2.5,23.2,203,,,,,,,,,
N/A,"Thu, Fri, Sat",Sports Bars,No,Yes,Bleecker Street Bar,NoHo,No,Street,(212) 334-0244,Yes,Yes,Yes,Yes,149,3.5,$,2.5,59.6,521.5,,,,,,,,,
Casual,"Mon, Tue, Sat",Bars,No,Yes,The Topaz,East Williamsburg,Yes,Street,(347) 770-7217,Yes,No,No,Yes,90,4.5,$$,1.5,60,405,,,,,,,,,
N/A,N/A,Bars,No,Yes,L.I.C. Bar,"Hunters Point, Long Island City",Yes,Street,(718) 786-5400,No,Yes,N/A,Yes,296,3.5,$$,2.5,118.4,1036,,,,,,,,,
Casual,"Thu, Fri, Sat",Irish,N/A,N/A,Cuckoo’s Nest,Woodside,No,Street,(718) 426-5684,Yes,Yes,N/A,Yes,157,4,$$,2,78.5,628,,,,,,,,,
N/A,N/A,Lounges,N/A,N/A,Goldbar,Little Italy,No,Street,(212) 274-1568,Yes,No,N/A,Yes,225,3,$$$,3,75,675,,,,,,,,,
Casual,"Thu, Fri, Sat",American (New),N/A,Yes,The Liberty,Midtown West,No,Street,(212) 967-4000,Yes,Yes,Yes,Yes,340,3.5,$$,2.5,136,1190,,,,,,,,,
N/A,N/A,Lounges,N/A,Yes,Max Bar,Midtown East,No,Street,(212) 407-2947,Yes,Yes,Yes,Yes,138,2.5,$$$,3.5,39.42857143,345,,,,,,,,,
N/A,N/A,American (Traditional),N/A,Yes,Oxbow Tavern,Upper West Side,Yes,Street,(646) 490-4075,Yes,N/A,N/A,Yes,34,3,$$$,3,11.33333333,102,,,,,,,,,
N/A,N/A,Bars,N/A,N/A,Sunita Bar,Lower East Side,Yes,Street,(212) 253-8860,No,No,N/A,Yes,135,4.5,$$,1.5,90,607.5,,,,,,,,,
Casual,N/A,American (New),No,Yes,Bar180,Washington Heights,Yes,Street,(646) 928-3283,Yes,Yes,Yes,Yes,79,4,$$,2,39.5,316,,,,,,,,,
N/A,N/A,Lounges,N/A,No,Living Room Bar,Financial District,Yes,N/A,(646) 826-8642,Yes,Yes,N/A,Yes,57,3,$$$,3,19,171,,,,,,,,,
Casual,"Thu, Fri, Sat",Tapas/Small Plates,No,Yes,Verlaine,Lower East Side,No,Street,(212) 614-2494,Yes,No,Yes,Yes,1335,4,$$,2,667.5,5340,,,,,,,,,
N/A,"Thu, Fri, Sat",Lounges,No,N/A,Watermark,South Street Seaport,Yes,Street,(212) 742-8200,Yes,Yes,N/A,Yes,164,3,$$,3,54.66666667,492,,,,,,,,,
Casual,"Fri, Sat, Sun",American (New),No,N/A,Tír na Nóg,"Midtown West, Hell's Kitchen",No,"Garage, Street",(212) 760-0072,Yes,Yes,N/A,Yes,336,4,$$,2,168,1344,,,,,,,,,
Casual,"Thu, Fri, Sat",American (New),Yes,Yes,Five Mile Stone,"Yorkville, Upper East Side",Yes,Street,(212) 933-0913,Yes,Yes,Yes,Yes,350,3.5,$$,2.5,140,1225,,,,,,,,,
Casual,"Fri, Sat, Sun",American (New),No,Yes,The Cannibal,"Flatiron, Midtown East",Yes,Street,(212) 686-5480,Yes,Yes,Yes,Yes,566,4,$$,2,283,2264,,,,,,,,,
N/A,"Fri, Sat, Sun",Bars,No,Yes,Luckydog,Williamsburg - South Side,Yes,Street,(347) 294-4971,No,No,N/A,Yes,263,4,$,2,131.5,1052,,,,,,,,,
